name,type,frameType,race,banlist_info.ban_tcg,atk,def,level,attribute,views,upvotes,downvotes,net_votes
Cosmic Tree Irmistil,Link Monster,link,Plant,,2000.0,,,EARTH,38742,0,0,0
Cosmo Brain,Effect Monster,effect,Spellcaster,,1500.0,2450.0,7.0,DARK,101733,13,3,10
Cosmo Queen,Normal Monster,normal,Spellcaster,,2900.0,2450.0,8.0,DARK,132743,23,0,23
Cosmo Queen the Queen of Prayers,Effect Monster,effect,Spellcaster,,2900.0,2450.0,8.0,DARK,72786,0,0,0
Cosmos Channelling,Spell Card,spell,Continuous,,,,,,41249,3,0,3
Cost Down,Spell Card,spell,Normal,,,,,,223374,6,1,5
Counselor Lily,Tuner Monster,effect,Fairy,,400.0,1500.0,3.0,EARTH,43744,3,0,3
Counter Cleaner,Spell Card,spell,Normal,,,,,,30993,2,0,2
Counter Counter,Trap Card,trap,Counter,,,,,,59364,15,0,15
Counter Gate,Trap Card,trap,Normal,,,,,,69861,1,0,1
Counter Gem,Trap Card,trap,Normal,,,,,,50796,3,0,3
Counterforce,Trap Card,trap,Normal,,,,,,20816,1,0,1
Couple of Aces,Effect Monster,effect,Fairy,,100.0,100.0,2.0,EARTH,37041,0,0,0
Couplet the Melodious Songstress,Pendulum Effect Monster,effect_pendulum,Fairy,,1200.0,2000.0,5.0,LIGHT,257539,0,0,0
Courageous Crimson Chevalier Bradamante,Tuner Monster,effect,Warrior,,500.0,200.0,1.0,FIRE,105048,0,0,0
Court of Justice,Spell Card,spell,Continuous,,,,,,52926,2,1,1
Covering Fire,Trap Card,trap,Normal,,,,,,68414,2,0,2
Crab Turtle,Ritual Monster,ritual,Aqua,,2550.0,2500.0,8.0,WATER,202361,14,0,14
Crackdown,Trap Card,trap,Continuous,,,,,,821606,18,2,16
Cracking,Spell Card,spell,Continuous,,,,,,29200,2,0,2
Cracking Dragon,Effect Monster,effect,Machine,,3000.0,0.0,8.0,DARK,62742,6,4,2
Crackle Blitzclique,Effect Monster,effect,Thunder,,1500.0,900.0,3.0,EARTH,148810,0,0,0
Crane Crane,Effect Monster,effect,Winged Beast,,300.0,900.0,3.0,EARTH,77481,5,0,5
Cranium Fish,Effect Monster,effect,Fish,,2400.0,1000.0,6.0,WATER,18773,2,0,2
Crashbug Road,Spell Card,spell,Quick-Play,,,,,,37782,2,2,0
Crashbug X,Effect Monster,effect,Fiend,,0.0,2000.0,3.0,DARK,29165,0,0,0
Crashbug Y,Effect Monster,effect,Fiend,,1400.0,1600.0,3.0,DARK,28189,1,0,1
Crashbug Z,Effect Monster,effect,Fiend,,0.0,1500.0,3.0,DARK,25700,1,1,0
Crass Clown,Effect Monster,effect,Fiend,,1350.0,1400.0,4.0,DARK,422438,7,2,5
Crawling Dragon,Normal Monster,normal,Dragon,,1600.0,1400.0,5.0,EARTH,163381,2,0,2
Crawling Dragon #2,Normal Monster,normal,Dinosaur,,1600.0,1200.0,4.0,EARTH,62542,4,0,4
Crazy Fish,Normal Monster,normal,Fish,,1600.0,1200.0,4.0,WATER,15873,5,0,5
"Crealtar, the Impcantation Originator",Ritual Effect Monster,ritual,Fiend,,3000.0,3000.0,10.0,LIGHT,83328,3,0,3
Creation Resonator,Tuner Monster,effect,Fiend,,800.0,600.0,3.0,WIND,230331,2,0,2
Creature Seizure,Spell Card,spell,Normal,,,,,,40440,0,0,0
Creature Swap,Spell Card,spell,Normal,,,,,,701022,12,0,12
Creeping Darkness,Spell Card,spell,Normal,,,,,,56608,2,1,1
Creeping Doom Manta,Effect Monster,effect,Fish,,1300.0,1200.0,3.0,WATER,57834,1,0,1
Creepy Coney,Flip Effect Monster,effect,Beast,,1000.0,1900.0,3.0,EARTH,24176,3,1,2
Crevice Into the Different Dimension,Trap Card,trap,Normal,,,,,,29850,2,0,2
Crimson Blade Dragon,Synchro Monster,synchro,Dragon,,2400.0,2600.0,7.0,DARK,58385,0,0,0
Crimson Blader,Synchro Monster,synchro,Warrior,,2800.0,2600.0,8.0,FIRE,298634,5,0,5
Crimson Blader/Assault Mode,Effect Monster,effect,Warrior,,3300.0,3100.0,10.0,FIRE,46938,0,0,0
Crimson Call,Spell Card,spell,Normal,,,,,,61919,0,0,0
Crimson Dragon,Synchro Monster,synchro,Dragon,,0.0,0.0,12.0,LIGHT,905252,0,0,0
Crimson Dragon Quetzalcoatl,Synchro Monster,synchro,Dragon,,0.0,0.0,12.0,DARK,28389,0,0,0
Crimson Fire,Trap Card,trap,Counter,,,,,,83573,5,0,5
Crimson Firewing Pegasus,Effect Monster,effect,Beast,,2250.0,1800.0,6.0,FIRE,20850,0,0,0
Crimson Gaia,Spell Card,spell,Continuous,,,,,,306917,0,0,0
Crimson Knight Vampire Bram,XYZ Monster,xyz,Zombie,,2500.0,0.0,5.0,DARK,246407,8,4,4
Crimson Ninja,Flip Effect Monster,effect,Warrior,,300.0,300.0,1.0,EARTH,164094,2,1,1
Crimson Nova the Dark Cubic Lord,Effect Monster,effect,Fiend,,3000.0,0.0,10.0,DARK,224349,15,1,14
Crimson Nova Trinity the Dark Cubic Lord,Fusion Monster,fusion,Fiend,,4500.0,3000.0,10.0,DARK,158676,14,3,11
Crimson Resonator,Tuner Monster,effect,Fiend,,800.0,300.0,2.0,DARK,442325,10,3,7
Crimson Sentry,Effect Monster,effect,Warrior,,1500.0,1200.0,4.0,FIRE,133067,2,0,2
Crimson Sunbird,Fusion Monster,fusion,Winged Beast,,2300.0,1800.0,6.0,FIRE,29715,5,3,2
Criosphinx,Effect Monster,effect,Rock,,1200.0,2400.0,6.0,EARTH,99562,4,0,4
Crocodile,Normal Monster,normal,Reptile,,1300.0,1300.0,3.0,LIGHT,9728,0,0,0
Crop Circles,Trap Card,trap,Normal,,,,,,39183,1,0,1
Cross Attack,Spell Card,spell,Normal,,,,,,24460,1,0,1
Cross Breed,Spell Card,spell,Normal,,,,,,29974,5,0,5
Cross Counter,Trap Card,trap,Normal,,,,,,121643,4,0,4
Cross Debug,Effect Monster,effect,Cyberse,,900.0,600.0,2.0,DARK,47387,3,0,3
Cross Keeper,Effect Monster,effect,Warrior,,400.0,400.0,2.0,DARK,107469,1,0,1
Cross Over,Spell Card,spell,Normal,,,,,,40955,5,0,5
Cross Porter,Effect Monster,effect,Warrior,,400.0,400.0,2.0,DARK,50289,2,1,1
Cross-Dimensional Duel,Trap Card,trap,Normal,,,,,,60224,9,1,8
Cross-Sheep,Link Monster,link,Beast,,700.0,,,EARTH,1600847,33,3,30
Cross-Sword Beetle,Effect Monster,effect,Insect,,1800.0,1200.0,4.0,WIND,56470,2,0,2
Crossmind Archfiend,Synchro Monster,synchro,Psychic,,2500.0,2800.0,8.0,DARK,37619,0,0,0
Crossout Designator,Spell Card,spell,Quick-Play,Limited,,,,,3193722,49,9,40
Crossroad Sonic Chick,Effect Monster,effect,Winged Beast,,300.0,300.0,1.0,EARTH,41319,0,0,0
Crossrose Dragon,Link Monster,link,Dragon,,800.0,,,DARK,171802,4,0,4
Crow Tengu,Effect Monster,effect,Zombie,,1400.0,1200.0,4.0,EARTH,21406,3,1,2
"Crowley, the First Propheseer",Link Monster,link,Spellcaster,,1000.0,,0.0,DARK,239986,8,3,5
"Crowley, the Gifted Magistus",Effect Monster,effect,Spellcaster,,1800.0,1000.0,4.0,DARK,276310,0,0,0
"Crowley, the Magistus of Grimoires",Effect Monster,effect,Spellcaster,,1800.0,1000.0,4.0,DARK,145401,5,0,5
Crowned by the World Chalice,Normal Monster,normal,Spellcaster,,0.0,2100.0,2.0,WATER,101903,9,0,9
Crusader of Endymion,Gemini Monster,effect,Spellcaster,,1900.0,1200.0,4.0,LIGHT,202269,3,0,3
Crusadia Arboria,Tuner Monster,effect,Warrior,,800.0,1800.0,3.0,WATER,421219,17,0,17
Crusadia Draco,Effect Monster,effect,Dragon,,600.0,2000.0,4.0,WIND,388813,8,0,8
Crusadia Equimax,Link Monster,link,Cyberse,,2000.0,,,LIGHT,286373,18,2,16
Crusadia Krawler,Trap Card,trap,Continuous,,,,,,110702,4,1,3
Crusadia Leonis,Effect Monster,effect,Beast,,1200.0,1600.0,3.0,EARTH,240510,4,0,4
Crusadia Magius,Link Monster,link,Spellcaster,,100.0,,,LIGHT,243699,5,1,4
Crusadia Maximus,Effect Monster,effect,Psychic,,1600.0,1000.0,4.0,LIGHT,330433,9,1,8
Crusadia Power,Spell Card,spell,Quick-Play,,,,,,142314,4,1,3
Crusadia Reclusia,Effect Monster,effect,Spellcaster,,400.0,2000.0,3.0,FIRE,300143,5,1,4
Crusadia Regulex,Link Monster,link,Beast,,1000.0,,,LIGHT,172414,5,1,4
Crusadia Revival,Spell Card,spell,Field,,,,,,136766,4,0,4
Crusadia Spatha,Link Monster,link,Warrior,,500.0,,,LIGHT,148048,2,1,1
Crusadia Testament,Spell Card,spell,Quick-Play,,,,,,108529,4,2,2
Crusadia Vanguard,Trap Card,trap,Continuous,,,,,,82731,3,0,3
Crush Card Virus,Trap Card,trap,Normal,,,,,,530151,27,6,21
Crusher Run,Trap Card,trap,Continuous,,,,,,35721,1,2,-1
Cry Havoc!,Trap Card,trap,Continuous,,,,,,44130,2,0,2
Cryomancer of the Ice Barrier,Tuner Monster,effect,Aqua,,1300.0,0.0,2.0,WATER,99248,1,3,-2
Crystal Abundance,Spell Card,spell,Normal,,,,,,140785,3,0,3
Crystal Aegis,Spell Card,spell,Normal,,,,,,27758,0,0,0
Crystal Beacon,Spell Card,spell,Normal,,,,,,211791,5,1,4
Crystal Beast Amber Mammoth,Effect Monster,effect,Beast,,1700.0,1600.0,4.0,EARTH,210288,6,2,4
Crystal Beast Amethyst Cat,Effect Monster,effect,Beast,,1200.0,400.0,3.0,EARTH,187969,7,3,4
Crystal Beast Cobalt Eagle,Effect Monster,effect,Winged Beast,,1400.0,800.0,4.0,WIND,237056,4,2,2
Crystal Beast Emerald Tortoise,Effect Monster,effect,Aqua,,600.0,2000.0,3.0,WATER,221702,7,3,4
Crystal Beast Rainbow Dragon,Effect Monster,effect,Dragon,,3000.0,0.0,8.0,LIGHT,377016,41,2,39
Crystal Beast Ruby Carbuncle,Effect Monster,effect,Fairy,,300.0,300.0,3.0,LIGHT,275536,12,2,10
Crystal Beast Sapphire Pegasus,Effect Monster,effect,Beast,,1800.0,1200.0,4.0,WIND,387520,5,4,1
Crystal Beast Topaz Tiger,Effect Monster,effect,Beast,,1600.0,1000.0,4.0,EARTH,206803,7,0,7
Crystal Blessing,Spell Card,spell,Normal,,,,,,160779,3,0,3
Crystal Bond,Spell Card,spell,Normal,,,,,,285604,15,2,13
Crystal Boon,Trap Card,trap,Normal,,,,,,18895,0,0,0
Crystal Brilliance,Trap Card,trap,Continuous,,,,,,18208,0,0,0
Crystal Clear Wing Over Synchro Dragon,Synchro Monster,synchro,Dragon,,3500.0,3000.0,12.0,WIND,96610,0,0,0
Crystal Clear Wing Synchro Dragon,Synchro Monster,synchro,Dragon,,3000.0,2500.0,10.0,WIND,338378,14,0,14
Crystal Conclave,Trap Card,trap,Continuous,,,,,,196214,3,2,1
Crystal Girl,Effect Monster,effect,Spellcaster,,200.0,100.0,1.0,WATER,99811,5,1,4
Crystal God Tistina,Effect Monster,effect,Aqua,,2000.0,3000.0,10.0,LIGHT,60959,0,0,0
Crystal Keeper,Pendulum Effect Monster,effect_pendulum,Warrior,,1500.0,1800.0,4.0,FIRE,114741,7,1,6
Crystal Master,Pendulum Effect Monster,effect_pendulum,Spellcaster,,1300.0,1000.0,3.0,DARK,170846,7,1,6
Crystal Miracle,Trap Card,trap,Counter,,,,,,96758,2,0,2
Crystal Pair,Trap Card,trap,Normal,,,,,,52019,1,0,1
Crystal Promise,Spell Card,spell,Normal,,,,,,176209,4,0,4
Crystal Raigeki,Trap Card,trap,Normal,,,,,,111786,2,1,1
Crystal Release,Spell Card,spell,Equip,,,,,,97592,4,1,3
Crystal Rose,Effect Monster,effect,Rock,,500.0,500.0,2.0,LIGHT,115273,4,2,2
Crystal Seer,Flip Effect Monster,effect,Spellcaster,,100.0,100.0,1.0,WATER,140195,2,1,1
Crystal Skull,Effect Monster,effect,Rock,,0.0,0.0,1.0,WATER,17865,0,0,0
Crystal Transcendence,Skill Card,skill,Jesse Anderso,,,,,,3441,1,0,1
Crystal Tree,Spell Card,spell,Continuous,,,,,,105924,3,1,2
Crystal Wing Synchro Dragon,Synchro Monster,synchro,Dragon,,3000.0,2500.0,8.0,WIND,2490735,62,7,55
Crystolic Potential,Spell Card,spell,Field,,,,,,35313,2,0,2
Crystron Ametrix,Synchro Monster,synchro,Machine,,2500.0,1500.0,5.0,WATER,169272,5,3,2
Crystron Citree,Tuner Monster,effect,Machine,,500.0,500.0,2.0,WATER,186406,2,2,0
Crystron Cluster,Trap Card,trap,Continuous,,,,,,123280,0,0,0
Crystron Eleskeletus,Synchro Monster,synchro,Machine,,2600.0,2100.0,7.0,WATER,215842,0,0,0
Crystron Entry,Trap Card,trap,Normal,,,,,,29608,2,0,2
Crystron Halqifibrax,Link Monster,link,Machine,Forbidden,1500.0,,0.0,WATER,2688366,139,109,30
Crystron Halqifibrax Prism,Link Monster,link,Machine,,1500.0,,,WATER,10150,0,0,0
Crystron Impact,Trap Card,trap,Normal,,,,,,52532,4,0,4
Crystron Inclusion,Spell Card,spell,Continuous,,,,,,256153,0,0,0
Crystron Phoenix,Synchro Monster,synchro,Machine,,2800.0,2000.0,9.0,WATER,127526,11,0,11
Crystron Prasiortle,Effect Monster,effect,Machine,,500.0,2000.0,2.0,WATER,109548,2,0,2
Crystron Quan,Tuner Monster,effect,Machine,,500.0,500.0,1.0,WATER,53070,2,1,1
Crystron Quandax,Synchro Tuner Monster,synchro,Machine,,1800.0,2000.0,4.0,WATER,264838,3,1,2
Crystron Quariongandrax,Synchro Monster,synchro,Machine,,3000.0,3000.0,9.0,WATER,314349,10,0,10
Crystron Rion,Tuner Monster,effect,Machine,,500.0,500.0,3.0,WATER,66959,2,0,2
Crystron Rosenix,Effect Monster,effect,Machine,,1800.0,1000.0,4.0,WATER,168564,5,0,5
Crystron Smiger,Effect Monster,effect,Machine,,1000.0,1800.0,3.0,WATER,316988,3,1,2
Crystron Sulfador,Effect Monster,effect,Machine,,1900.0,2250.0,5.0,WATER,307333,0,0,0
Crystron Sulfefnir,Effect Monster,effect,Machine,,2000.0,1500.0,5.0,WATER,361231,5,2,3
Crystron Thystvern,Effect Monster,effect,Machine,,1500.0,1500.0,3.0,WATER,188888,5,3,2
Crystron Token,Token,token,Machine,,,,,,5927,6,0,6
Crystron Tristaros,Tuner Monster,effect,Machine,,800.0,2000.0,2.0,WATER,266018,0,0,0
Cu Chulainn the Awakened,Ritual Effect Monster,ritual,Warrior,,500.0,1000.0,4.0,LIGHT,48414,4,0,4
Cuben,Effect Monster,effect,Thunder,,600.0,1900.0,4.0,LIGHT,26354,0,0,0
Cubic Ascension,Trap Card,trap,Normal,,,,,,109614,11,1,10
Cubic Causality,Trap Card,trap,Normal,,,,,,80498,6,5,1
Cubic Dharma,Spell Card,spell,Continuous,,,,,,120494,13,5,8
Cubic Karma,Spell Card,spell,Continuous,,,,,,146385,3,1,2
Cubic Mandala,Trap Card,trap,Continuous,,,,,,49680,2,3,-1
Cubic Rebirth,Trap Card,trap,Normal,,,,,,54715,2,0,2
Cubic Wave,Spell Card,spell,Normal,,,,,,136661,6,0,6
Cucumber Horse,Effect Monster,effect,Plant,,100.0,2000.0,8.0,DARK,17924,0,0,0
Cunning of the Six Samurai,Spell Card,spell,Quick-Play,,,,,,112513,2,1,1
Cup of Ace,Spell Card,spell,Normal,,,,,,379783,11,2,9
Cupid Dunk,Effect Monster,effect,Fairy,,1800.0,600.0,4.0,LIGHT,32786,3,1,2
Cupid Fore,Effect Monster,effect,Fairy,,2200.0,600.0,6.0,LIGHT,31332,0,1,-1
Cupid Pitch,Synchro Tuner Monster,synchro,Fairy,,0.0,600.0,4.0,LIGHT,223168,4,0,4
Cupid Serve,Effect Monster,effect,Fairy,,1000.0,600.0,2.0,LIGHT,19691,19,1,18
Cupid Volley,Effect Monster,effect,Fairy,,600.0,600.0,1.0,LIGHT,27180,3,1,2
Cupsy★Yummy Way,Synchro Tuner Monster,synchro,Beast,Limited,0.0,2200.0,2.0,LIGHT,313465,0,0,0
Cupsy☆Yummy,Effect Monster,effect,Beast,Limited,0.0,1600.0,1.0,LIGHT,616395,0,0,0
Cure Mermaid,Effect Monster,effect,Fish,,1500.0,800.0,4.0,WATER,171992,8,0,8
"Curious, the Lightsworn Dominion",Link Monster,link,Warrior,Forbidden,2400.0,,0.0,LIGHT,391266,7,4,3
Curse Necrofear,Effect Monster,effect,Fiend,,2800.0,2200.0,8.0,DARK,198736,27,2,25
Curse of Aging,Trap Card,trap,Normal,,,,,,91362,1,2,-1
Curse of Anubis,Trap Card,trap,Normal,,,,,,183774,16,4,12
Curse of Aramatir,Spell Card,spell,Continuous,,,,,,29849,0,0,0
Curse of Darkness,Trap Card,trap,Continuous,,,,,,132020,5,0,5
Curse of Diabell,Trap Card,trap,Normal,,,,,,174266,0,0,0
Curse of Dragon,Normal Monster,normal,Dragon,,2000.0,1500.0,5.0,DARK,370879,19,2,17
"Curse of Dragon, the Cursed Dragon",Effect Monster,effect,Dragon,,2000.0,1500.0,5.0,DARK,177462,16,1,15
Curse of Dragonfire,Effect Monster,effect,Dragon,,2000.0,1500.0,5.0,DARK,109068,12,3,9
Curse of Fiend,Spell Card,spell,Normal,,,,,,282526,2,0,2
Curse of Royal,Trap Card,trap,Counter,,,,,,128216,4,0,4
Curse of the Ancient Turtle,Spell Card,spell,Normal,,,,,,84286,0,0,0
Curse of the Circle,Trap Card,trap,Normal,,,,,,26633,2,2,0
Curse of the Masked Beast,Spell Card,spell,Ritual,,,,,,181820,2,0,2
Curse of the Shadow Prison,Spell Card,spell,Field,,,,,,50663,4,2,2
Curse Reflection Doll,Spell Card,spell,Quick-Play,,,,,,13267,0,0,0
Cursed Armaments,Spell Card,spell,Equip,,,,,,42710,2,0,2
Cursed Bamboo Sword,Spell Card,spell,Equip,,,,,,549737,8,2,6
Cursed Bill,Spell Card,spell,Equip,,,,,,23145,2,0,2
Cursed Bride Doll,Tuner Monster,effect,Spellcaster,,0.0,2100.0,3.0,EARTH,16522,0,0,0
Cursed Copycat Noble Arms,Spell Card,spell,Equip,,,,,,18617,0,0,0
Cursed Fig,Effect Monster,effect,Plant,,200.0,200.0,1.0,WATER,54257,3,0,3
Cursed Fire King Doom Burst,Effect Monster,effect,Fiend,,1600.0,800.0,3.0,FIRE,40563,0,0,0
Cursed Seal of the Forbidden Spell,Trap Card,trap,Counter,,,,,,306382,15,1,14
Curtain of the Dark Ones,Normal Monster,normal,Spellcaster,,600.0,500.0,2.0,DARK,23007,2,1,1
Cutter Shark,Effect Monster,effect,Fish,,0.0,2000.0,5.0,WATER,0,0,0,0
CXyz Barian Hope,XYZ Monster,xyz,Warrior,,0.0,0.0,7.0,LIGHT,90228,16,2,14
CXyz Battleship Cherry Blossom,XYZ Monster,xyz,Plant,,2400.0,2000.0,4.0,EARTH,30569,3,1,2
CXyz Coach Lord Ultimatrainer,XYZ Monster,xyz,Warrior,,3800.0,2300.0,9.0,FIRE,38478,2,2,0
CXyz Comics Hero Legend Arthur,XYZ Monster,xyz,Warrior,,3000.0,2400.0,5.0,EARTH,43477,3,0,3
CXyz Dark Fairy Cheer Girl,XYZ Monster,xyz,Fairy,,2500.0,1900.0,5.0,DARK,51591,5,1,4
CXyz Gimmick Puppet Fanatix Machinix,XYZ Monster,xyz,Machine,Forbidden,3100.0,1500.0,9.0,DARK,131557,0,0,0
CXyz Hope Chaos Barian Dragon,XYZ Monster,xyz,Dragon,,0.0,0.0,7.0,DARK,19272,0,0,0
CXyz Mechquipped Djinn Angeneral,XYZ Monster,xyz,Fairy,,2600.0,1600.0,4.0,DARK,32626,0,2,-2
CXyz N.As.Ch. Knight,XYZ Monster,xyz,Aqua,,2000.0,3000.0,6.0,WATER,407756,5,0,5
CXyz Simon the Great Moral Leader,XYZ Monster,xyz,Spellcaster,,3000.0,2500.0,7.0,LIGHT,43553,2,0,2
CXyz Skypalace Babylon,XYZ Monster,xyz,Machine,,3800.0,4000.0,11.0,WIND,35593,7,3,4
Cyber Angel Benten,Ritual Effect Monster,ritual,Fairy,,1800.0,1500.0,6.0,LIGHT,814307,16,2,14
Cyber Angel Dakini,Ritual Effect Monster,ritual,Fairy,,2700.0,2400.0,8.0,LIGHT,114691,16,2,14
Cyber Angel Idaten,Ritual Effect Monster,ritual,Fairy,,1600.0,2000.0,6.0,LIGHT,253480,11,1,10
Cyber Angel Izana,Ritual Effect Monster,ritual,Fairy,,2500.0,2600.0,8.0,LIGHT,88038,12,1,11
Cyber Angel Natasha,Ritual Effect Monster,ritual,Fairy,,1000.0,1000.0,5.0,LIGHT,313610,11,2,9
Cyber Angel Vrash,Ritual Effect Monster,ritual,Fairy,,3000.0,2000.0,10.0,LIGHT,126868,12,2,10
Cyber Archfiend,Effect Monster,effect,Fiend,,1000.0,2000.0,4.0,DARK,86767,7,0,7
Cyber Barrier Dragon,Effect Monster,effect,Machine,,800.0,2800.0,6.0,LIGHT,111449,6,0,6
Cyber Blade Fusion,Skill Card,skill,Alexis Rhodes,,,,,,5240,0,0,0
Cyber Blader,Fusion Monster,fusion,Warrior,,2100.0,800.0,7.0,EARTH,76175,6,0,6
Cyber Dinosaur,Effect Monster,effect,Machine,,2500.0,1900.0,7.0,LIGHT,75816,6,1,5
Cyber Dragon,Effect Monster,effect,Machine,,2100.0,1600.0,5.0,LIGHT,1673821,102,34,68
Cyber Dragon Core,Effect Monster,effect,Machine,,400.0,1500.0,2.0,LIGHT,1149733,30,3,27
Cyber Dragon Drei,Effect Monster,effect,Machine,,1800.0,800.0,4.0,LIGHT,432454,16,3,13
Cyber Dragon Herz,Effect Monster,effect,Machine,,100.0,100.0,1.0,LIGHT,1019167,28,3,25
Cyber Dragon Infinity,XYZ Monster,xyz,Machine,,2100.0,1600.0,6.0,LIGHT,1637384,35,17,18
Cyber Dragon Nachster,Effect Monster,effect,Machine,,200.0,200.0,1.0,LIGHT,855322,30,6,24
Cyber Dragon Nova,XYZ Monster,xyz,Machine,,2100.0,1600.0,5.0,LIGHT,1524580,27,8,19
Cyber Dragon Sieger,Link Monster,link,Machine,,2100.0,,,LIGHT,656941,32,9,23
Cyber Dragon Vier,Effect Monster,effect,Machine,,1100.0,1600.0,4.0,LIGHT,425815,27,6,21
Cyber Dragon Zwei,Effect Monster,effect,Machine,,1500.0,1000.0,4.0,LIGHT,195804,12,3,9
"Cyber Dragon, the Luminous Mech Dragon",Effect Monster,effect,Machine,,2100.0,1600.0,5.0,LIGHT,35656,0,0,0
Cyber Egg Angel,Effect Monster,effect,Fairy,,200.0,300.0,2.0,LIGHT,76365,6,0,6
Cyber Eltanin,Effect Monster,effect,Machine,,-1.0,-1.0,10.0,LIGHT,236951,14,3,11
Cyber Emergency,Spell Card,spell,Normal,,,,,,1465985,31,6,25
Cyber End Dragon,Fusion Monster,fusion,Machine,,4000.0,2800.0,10.0,LIGHT,608612,53,9,44
"Cyber End Dragon, the Final Strike Dragon",Fusion Monster,fusion,Machine,,4000.0,2800.0,10.0,LIGHT,26500,0,0,0
Cyber Energy Shock,Spell Card,spell,Quick-Play,,,,,,67909,5,1,4
Cyber Esper,Effect Monster,effect,Machine,,1200.0,1800.0,4.0,FIRE,38773,1,0,1
Cyber Eternal,Spell Card,spell,Quick-Play,,,,,,104223,4,3,1
Cyber Eternity Dragon,Fusion Monster,fusion,Machine,,2800.0,4000.0,10.0,LIGHT,377235,16,8,8
Cyber Falcon,Normal Monster,normal,Machine,,1400.0,1200.0,4.0,WIND,93776,4,0,4
Cyber Gymnast,Effect Monster,effect,Warrior,,800.0,1800.0,4.0,EARTH,97509,2,0,2
Cyber Harpie Lady,Effect Monster,effect,Winged Beast,,1800.0,1300.0,4.0,WIND,195694,11,4,7
Cyber Jar,Flip Effect Monster,effect,Rock,,900.0,900.0,3.0,DARK,639903,29,6,23
Cyber Jormungardr,Effect Monster,effect,Machine,,1000.0,2100.0,5.0,LIGHT,119924,0,0,0
Cyber Kirin,Effect Monster,effect,Machine,,300.0,800.0,3.0,LIGHT,94584,4,0,4
Cyber Larva,Effect Monster,effect,Machine,,400.0,600.0,1.0,LIGHT,75216,4,1,3
Cyber Laser Dragon,Effect Monster,effect,Machine,,2400.0,1800.0,7.0,LIGHT,121613,7,3,4
Cyber Network,Trap Card,trap,Continuous,,,,,,152536,4,3,1
Cyber Ogre,Effect Monster,effect,Machine,,1900.0,1200.0,5.0,EARTH,59596,6,1,5
Cyber Ogre 2,Fusion Monster,fusion,Machine,,2600.0,1900.0,7.0,EARTH,55125,12,1,11
Cyber Ouroboros,Effect Monster,effect,Machine,,100.0,600.0,2.0,DARK,91412,3,2,1
Cyber Petit Angel,Effect Monster,effect,Fairy,,300.0,200.0,2.0,LIGHT,154491,7,3,4
Cyber Pharos,Effect Monster,effect,Machine,,0.0,2100.0,1.0,LIGHT,222022,6,3,3
Cyber Phoenix,Effect Monster,effect,Machine,,1200.0,1600.0,4.0,FIRE,220074,15,3,12
Cyber Prima,Effect Monster,effect,Warrior,,2300.0,1600.0,6.0,LIGHT,75974,3,3,0
Cyber Raider,Effect Monster,effect,Machine,,1400.0,1000.0,4.0,DARK,175912,2,0,2
Cyber Repair Plant,Spell Card,spell,Normal,,,,,,668598,10,3,7
Cyber Revsystem,Spell Card,spell,Normal,,,,,,513131,17,1,16
Cyber Saurus,Fusion Monster,fusion,Machine,,1800.0,1400.0,5.0,EARTH,445154,7,0,7
Cyber Shadow Gardna,Trap Card,trap,Continuous,,,,,,92468,6,1,5
Cyber Shark,Effect Monster,effect,Fish,,2100.0,2000.0,5.0,WATER,56452,2,1,1
Cyber Shield,Spell Card,spell,Equip,,,,,,82388,3,3,0
Cyber Slash Harpie Lady,Synchro Monster,synchro,Winged Beast,,2600.0,1400.0,8.0,WIND,210556,25,4,21
Cyber Soldier of Darkworld,Normal Monster,normal,Machine,,1400.0,1200.0,4.0,DARK,71320,7,0,7
Cyber Summon Blaster,Trap Card,trap,Continuous,,,,,,70611,5,2,3
Cyber Tutu,Effect Monster,effect,Warrior,,1000.0,800.0,3.0,EARTH,62769,2,1,1
Cyber Tutubon,Effect Monster,effect,Warrior,,1800.0,1600.0,5.0,EARTH,55361,8,0,8
Cyber Twin Dragon,Fusion Monster,fusion,Machine,,2800.0,2100.0,8.0,LIGHT,503700,26,2,24
Cyber Valley,Effect Monster,effect,Machine,,0.0,0.0,1.0,LIGHT,423334,28,3,25
Cyber-Stein,Effect Monster,effect,Machine,Forbidden,700.0,500.0,2.0,DARK,461237,13,3,10
Cyber-Tech Alligator,Normal Monster,normal,Machine,,2500.0,1600.0,5.0,WIND,39581,5,0,5
Cyberdark Cannon,Effect Monster,effect,Dragon,,1600.0,800.0,3.0,DARK,241788,9,2,7
Cyberdark Claw,Effect Monster,effect,Dragon,,1600.0,800.0,3.0,DARK,385972,10,2,8
Cyberdark Dragon,Fusion Monster,fusion,Machine,,1000.0,1000.0,8.0,DARK,271220,18,4,14
Cyberdark Edge,Effect Monster,effect,Machine,,800.0,800.0,4.0,DARK,244320,4,1,3
Cyberdark End Dragon,Fusion Monster,fusion,Machine,,5000.0,3800.0,12.0,DARK,253970,25,3,22
Cyberdark Horn,Effect Monster,effect,Machine,,800.0,800.0,4.0,DARK,216210,7,1,6
Cyberdark Impact!,Spell Card,spell,Normal,,,,,,126309,6,3,3
Cyberdark Inferno,Spell Card,spell,Field,,,,,,128996,4,1,3
Cyberdark Invasion,Trap Card,trap,Continuous,,,,,,109042,4,0,4
Cyberdark Keel,Effect Monster,effect,Machine,,800.0,800.0,4.0,DARK,196299,8,3,5
